id,rated,turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply,time_base,time_increment,game_duration_mins,rating_gap,avg_rating,rating_tier,time_control_category,opening_family,is_upset,white_wins,turns_zscore,is_draw
YrFm5UHz,True,127,mate,white,egor_korsakov,1702.0,top_cat_matroskin,1421,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,10.0,0.0,20.0,281.0,1562.0,Advanced,Rapid,Scandinavian Defense,False,1,2.1305875685266455,0
daz4Kle6,True,24,resign,black,developmentak,1679.0,egor_korsakov,1692,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,10.0,0.0,20.0,-13.0,1686.0,Advanced,Rapid,Italian Game,False,0,-1.114228270279202,0
k4AkKoZk,True,119,mate,white,shadowchess2006,1795.0,egor_korsakov,1700,C45,Scotch Game: Classical Variation,8,20.0,0.0,40.0,95.0,1748.0,Advanced,Classical,Scotch Game,False,1,1.8785630373572593,0
3IqP1fJF,True,65,draw,draw,kinghunterra,1702.0,egor_korsakov,1700,C21,Danish Gambit,5,20.0,0.0,40.0,2.0,1701.0,Advanced,Classical,Danish Gambit,False,0,0.1773974519639024,1
ebRzeP6O,True,101,resign,white,egor_korsakov,1686.0,god_bacchus_2017,1782,B00,Carr Defense,2,20.0,0.0,40.0,-96.0,1734.0,Advanced,Classical,Carr Defense,True,1,1.3115078422261404,0
VHDUcQr0,True,55,resign,white,egor_korsakov,1676.0,mohammadgharegezlo,1661,C50,Italian Game,5,10.0,0.0,20.0,15.0,1668.0,Advanced,Rapid,Italian Game,False,1,-0.1376332119978304,0
ZNZALdFK,True,123,outoftime,white,egor_korsakov,1679.0,newtnewt,1694,C50,Italian Game: Giuoco Pianissimo,7,10.0,0.0,20.0,-15.0,1686.0,Advanced,Rapid,Italian Game,True,1,2.0045753029419524,0
EzyLrXdo,True,47,resign,white,egor_korsakov,1669.0,vnimirp,1636,B44,Sicilian Defense: Paulsen Variation,8,10.0,0.0,20.0,33.0,1652.0,Advanced,Rapid,Sicilian Defense,False,1,-0.38965774316721663,0
aRwZv4m0,True,17,resign,white,concentrado,1697.0,egor_korsakov,1673,A00,Polish Opening,1,10.0,0.0,20.0,24.0,1685.0,Advanced,Rapid,Polish Opening,False,1,-1.334749735052415,0
kjXLgrTp,True,137,mate,white,e4jaque,1660.0,egor_korsakov,1685,C20,English Opening: The Whale,3,10.0,0.0,20.0,-25.0,1672.0,Advanced,Rapid,English Opening,True,1,2.445618232488378,0
QmeDOLbf,True,42,resign,black,egor_korsakov,1696.0,bash0707,1695,C00,French Defense: Knight Variation,3,10.0,0.0,20.0,1.0,1696.0,Advanced,Rapid,French Defense,True,0,-0.547173075148083,0
3VWDqgmM,True,77,resign,white,egor_korsakov,1690.0,nikita11,1533,B32,Sicilian Defense: Loewenthal Variation,8,10.0,0.0,20.0,157.0,1612.0,Advanced,Rapid,Sicilian Defense,False,1,0.5554342487179817,0
aaUR1xga,True,66,resign,white,papajim2017,1690.0,egor_korsakov,1701,E33,Nimzo-Indian Defense: Classical Variation |  Zurich Variation,8,10.0,0.0,20.0,-11.0,1696.0,Advanced,Rapid,Nimzo-Indian Defense,True,1,0.20890051836007564,0
dUwR5MJL,True,79,resign,black,falcon-am,1734.0,egor_korsakov,1688,A46,Yusupov-Rubinstein System,5,10.0,0.0,20.0,46.0,1711.0,Advanced,Rapid,Yusupov-Rubinstein System,True,0,0.6184403815103283,0
yVloLira,True,66,mate,black,egor_korsakov,1688.0,myazydh,1745,E20,Nimzo-Indian Defense,6,10.0,0.0,20.0,-57.0,1716.0,Advanced,Rapid,Nimzo-Indian Defense,False,0,0.20890051836007564,0
xA3oz92G,True,43,mate,white,arghh,1684.0,egor_korsakov,1700,C64,Ruy Lopez: Classical Variation,6,10.0,0.0,20.0,-16.0,1692.0,Advanced,Rapid,Ruy Lopez,True,1,-0.5156700087519097,0
MGcZBmyR,True,105,draw,draw,ludonix,1645.0,egor_korsakov,1702,C64,Ruy Lopez: Classical Variation,6,10.0,0.0,20.0,-57.0,1674.0,Advanced,Rapid,Ruy Lopez,False,0,1.4375201078108335,1
ZLUEyqYJ,True,58,resign,black,magen,1555.0,egor_korsakov,1673,C01,French Defense: Mediterranean Defense,4,20.0,0.0,40.0,-118.0,1614.0,Advanced,Classical,French Defense,False,0,-0.043124012809310566,0
tkiSbgwP,True,65,mate,white,egor_korsakov,1670.0,vitares,1352,C55,Italian Game: Anti-Fried Liver Defense,6,20.0,0.0,40.0,318.0,1511.0,Advanced,Classical,Italian Game,False,1,0.1773974519639024,0
gwXHkwqD,True,75,mate,white,jamesj,1690.0,egor_korsakov,1679,C01,French Defense: Mediterranean Defense,4,20.0,0.0,40.0,11.0,1684.0,Advanced,Classical,French Defense,False,1,0.4924281159256352,0
V9s3NW2S,True,80,resign,black,r0h1t4sh,1597.0,egor_korsakov,1670,C54,Italian Game: Giuoco Piano |  Greco's Attack,13,20.0,0.0,40.0,-73.0,1634.0,Advanced,Classical,Italian Game,False,0,0.6499434479065015,0
broIZWlC,True,61,resign,white,simple-player,1728.0,carson_wells,1441,A10,English Opening,1,20.0,0.0,40.0,287.0,1584.0,Advanced,Classical,English Opening,False,1,0.05138518637920927,0
ckHDwRDp,True,62,mate,black,carson_wells,1448.0,simple-player,1705,B12,Caro-Kann Defense: Advance Variation,5,20.0,0.0,40.0,-257.0,1576.0,Advanced,Classical,Caro-Kann Defense,False,0,0.08288825277538255,0
Ulaimo8V,True,154,resign,white,simple-player,1676.0,carson_wells,1457,A04,Zukertort Opening: Queenside Fianchetto Variation,2,20.0,0.0,40.0,219.0,1566.0,Advanced,Classical,Zukertort Opening,False,1,2.981170361223324,0
BBDjXvqZ,True,120,mate,black,carson_wells,1468.0,simple-player,1633,B10,Caro-Kann Defense: Euwe Attack,3,20.0,0.0,40.0,-165.0,1550.0,Advanced,Classical,Caro-Kann Defense,False,0,1.9100661037534326,0
piKaBA5C,True,117,draw,draw,carson_wells,1467.0,fistiko,1686,A04,Zukertort Opening: Sicilian Invitation,2,10.0,0.0,20.0,-219.0,1576.0,Advanced,Rapid,Zukertort Opening,False,0,1.8155569045649127,1
9UzmQKeE,True,28,mate,black,fistiko,1710.0,carson_wells,1431,A00,Van Geet Opening,1,10.0,0.0,20.0,279.0,1570.0,Advanced,Rapid,Van Geet Opening,True,0,-0.9882160046945089,0
AdZ2nErS,True,26,mate,black,carson_wells,1424.0,fistiko,1708,A00,Mieses Opening,1,10.0,0.0,20.0,-284.0,1566.0,Advanced,Rapid,Mieses Opening,False,0,-1.0512221374868553,0
XOJsYEnU,True,40,resign,black,fistiko,1734.0,carson_wells,1384,B50,Sicilian Defense: Delayed Alapin,5,10.0,0.0,20.0,350.0,1559.0,Advanced,Rapid,Sicilian Defense,True,0,-0.6101792079404296,0
Ea0qOrvs,True,65,resign,black,carson_wells,1390.0,fistiko,1730,A00,Hungarian Opening,1,10.0,0.0,20.0,-340.0,1560.0,Advanced,Rapid,Hungarian Opening,False,0,0.1773974519639024,0
31tULW32,True,44,mate,black,carson_wells,1377.0,fistiko,1738,A46,Indian Game: Wade-Tartakower Defense,4,10.0,0.0,20.0,-361.0,1558.0,Advanced,Rapid,Indian Game,False,0,-0.48416694235573643,0
APJza1qe,True,63,outoftime,white,fistiko,1734.0,carson_wells,1383,B01,Scandinavian Defense,2,8.0,0.0,16.0,351.0,1558.0,Advanced,Rapid,Scandinavian Defense,False,1,0.11439131917155583,0
inbO5otz,True,89,resign,white,fistiko,1690.0,carson_wells,1371,A10,English Opening,1,10.0,0.0,20.0,319.0,1530.0,Advanced,Rapid,English Opening,False,1,0.9334710454720611,0
tio78G3a,True,51,resign,black,carson_wells,1380.0,fistiko,1654,D00,Queen's Pawn Game #2,3,30.0,0.0,60.0,-274.0,1517.0,Advanced,Classical,Queen's Pawn Game #2,False,0,-0.2636454775825235,0
ABny08jd,True,89,draw,draw,fistiko,1759.0,carson_wells,1364,D20,Queen's Gambit Accepted: Saduleto Variation,5,30.0,0.0,60.0,395.0,1562.0,Advanced,Classical,Queen's Gambit Accepted,False,0,0.9334710454720611,1
AkPTXpEN,False,55,resign,black,carson_wells,1364.0,triskorg,1738,C20,King's Pawn Game: Leonardis Variation,3,30.0,0.0,60.0,-374.0,1551.0,Advanced,Classical,King's Pawn Game,False,0,-0.1376332119978304,0
qRtpsifb,False,47,mate,white,triskorg,1738.0,carson_wells,1364,D06,Queen's Gambit Refused: Marshall Defense,4,30.0,0.0,60.0,374.0,1551.0,Advanced,Classical,Queen's Gambit Refused,False,1,-0.38965774316721663,0
DWBpoExR,False,37,resign,black,carson_wells,1364.0,triskorg,1738,B20,Sicilian Defense,2,30.0,0.0,60.0,-374.0,1551.0,Advanced,Classical,Sicilian Defense,False,0,-0.7046884071289494,0
NHsPttS1,False,65,mate,white,triskorg,1738.0,carson_wells,1364,D06,Queen's Gambit,3,30.0,0.0,60.0,374.0,1551.0,Advanced,Classical,Queen's Gambit,False,1,0.1773974519639024,0
ikWJ53Gc,False,98,outoftime,black,carson_wells,1364.0,triskorg,1738,B12,Caro-Kann Defense: Advance Variation,5,10.0,0.0,20.0,-374.0,1551.0,Advanced,Rapid,Caro-Kann Defense,False,0,1.2169986430376205,0
iQzySuSJ,True,125,mate,white,maliey,1348.0,tajberdi,1291,A80,Dutch Defense,2,3.0,8.0,22.67,57.0,1320.0,Intermediate,Bullet,Dutch Defense,False,1,2.067581435734299,0
pFnWqyxE,True,62,outoftime,black,tajberdi,1302.0,maliey,1338,C02,French Defense: Advance Variation #3,5,3.0,8.0,14.27,-36.0,1320.0,Intermediate,Bullet,French Defense,False,0,0.08288825277538255,0
XwhSdYKm,False,53,outoftime,white,rmiran,1174.0,tajberdi,1302,A00,Hungarian Opening: Sicilian Invitation,2,10.0,2.0,21.77,-128.0,1238.0,Intermediate,Rapid,Hungarian Opening,True,1,-0.20063934479017695,0
q3i3qvvf,False,40,resign,black,tajberdi,1303.0,moveswithoutthinking,1654,D00,Queen's Pawn Game,2,25.0,0.0,50.0,-351.0,1478.0,Intermediate,Classical,Queen's Pawn Game,False,0,-0.6101792079404296,0
NFrQStzV,True,41,resign,black,vasilic,998.0,tajberdi,1299,B25,Sicilian Defense: Closed Variation |  Traditional,4,10.0,2.0,21.37,-301.0,1148.0,Beginner,Rapid,Sicilian Defense,False,0,-0.5786761415442563,0
9uISXGeS,True,58,resign,black,mothas,1220.0,tajberdi,1281,B20,Sicilian Defense,2,10.0,0.0,20.0,-61.0,1250.0,Intermediate,Rapid,Sicilian Defense,False,0,-0.043124012809310566,0
foSnaQwc,True,53,outoftime,white,tajberdi,1273.0,exodus317,1290,C00,French Defense: Normal Variation,3,5.0,5.0,14.42,-17.0,1282.0,Intermediate,Blitz,French Defense,True,1,-0.20063934479017695,0
vRkz8phQ,True,39,resign,white,mgomezja,1230.0,nuffsaidm8,1563,B01,Scandinavian Defense,2,25.0,3.0,51.95,-333.0,1396.0,Intermediate,Classical,Scandinavian Defense,True,1,-0.6416822743366029,0
RWpvKrKD,True,3,resign,white,nuffsaidm8,1560.0,andrewjiang,1160,D06,Queen's Gambit,3,25.0,3.0,50.15,400.0,1360.0,Intermediate,Classical,Queen's Gambit,False,1,-1.7757926645988409,0
8Ob5UoS9,True,43,resign,white,visagifc20,1445.0,nuffsaidm8,1576,D00,Queen's Pawn Game #2,3,25.0,3.0,52.15,-131.0,1510.0,Advanced,Classical,Queen's Pawn Game #2,True,1,-0.5156700087519097,0
TGaagpWE,True,64,resign,black,nuffsaidm8,1588.0,paulbeagle25,1574,A40,Modern Defense,2,25.0,3.0,53.2,14.0,1581.0,Advanced,Classical,Modern Defense,True,0,0.1458943855677291,0
wgu8Oisq,True,36,resign,white,ozankerem,1375.0,nuffsaidm8,1606,A00,Mieses Opening,1,25.0,3.0,51.8,-231.0,1490.0,Intermediate,Classical,Mieses Opening,True,1,-0.7361914735251227,0
ozceXJFl,True,54,resign,black,nuffsaidm8,1619.0,kaplan59,1595,A40,Horwitz Defense,2,25.0,3.0,52.7,24.0,1607.0,Advanced,Classical,Horwitz Defense,True,0,-0.16913627839400366,0
fh4TPeBQ,True,52,resign,black,nuffsaidm8,1627.0,kramevad,1508,D07,Queen's Gambit Refused: Chigorin Defense #3,6,25.0,3.0,52.6,119.0,1568.0,Advanced,Classical,Queen's Gambit Refused,True,0,-0.23214241118635023,0
jFIsgpZM,True,23,mate,white,nuffsaidm8,1625.0,espacioenblaco,1257,A40,Englund Gambit,2,25.0,3.0,51.15,368.0,1441.0,Intermediate,Classical,Englund Gambit,False,1,-1.1457313366753752,0
izh1eWxg,True,48,resign,black,kl695,1465.0,nuffsaidm8,1618,C02,French Defense: Advance Variation #3,5,30.0,5.0,64.0,-153.0,1542.0,Advanced,Classical,French Defense,False,0,-0.35815467677104335,0
7H5KigF4,True,52,outoftime,black,nuffsaidm8,1631.0,kito19,1593,A41,Old Indian Defense,3,20.0,3.0,42.6,38.0,1612.0,Advanced,Classical,Old Indian Defense,True,0,-0.23214241118635023,0
vSENSIos,True,36,resign,white,masomaso,1482.0,nuffsaidm8,1648,C00,French Defense: Knight Variation,3,20.0,3.0,41.8,-166.0,1565.0,Advanced,Classical,French Defense,True,1,-0.7361914735251227,0
fOjcw1qJ,True,49,resign,white,goresh,1678.0,nuffsaidm8,1658,C00,French Defense: Knight Variation,3,20.0,3.0,42.45,20.0,1668.0,Advanced,Classical,French Defense,False,1,-0.32665161037487006,0
InSwV99D,True,18,mate,black,nuffsaidm8,1680.0,pawnsy,1048,E20,Nimzo-Indian Defense #2,5,20.0,3.0,40.9,632.0,1364.0,Intermediate,Classical,Nimzo-Indian Defense #2,True,0,-1.3032466686562416,0
atxNHjeh,True,43,resign,black,nuffsaidm8,1691.0,splintz,1682,D20,Queen's Gambit Accepted: Old Variation,5,20.0,3.0,42.15,9.0,1686.0,Advanced,Classical,Queen's Gambit Accepted,True,0,-0.5156700087519097,0
FgkRqlAE,True,31,resign,white,arabian1knight,1761.0,nuffsaidm8,1700,C02,French Defense: Advance Variation |  Euwe Variation,10,20.0,3.0,41.55,61.0,1730.0,Advanced,Classical,French Defense,False,1,-0.893706805505989,0
rh3SPH5A,True,60,mate,black,franzliszt,1362.0,nuffsaidm8,1697,C10,French Defense: Marshall Variation,6,20.0,3.0,43.0,-335.0,1530.0,Advanced,Classical,French Defense,False,0,0.01988211998303599,0
PKj8s11H,True,116,mate,black,mmmaks61-dikiyvest,1554.0,nuffsaidm8,1689,C00,French Defense #2,2,20.0,3.0,45.8,-135.0,1622.0,Advanced,Classical,French Defense #2,False,0,1.7840538381687396,0
fZvxb855,True,53,resign,white,nuffsaidm8,1668.0,zurga,1697,D06,Queen's Gambit Refused: Marshall Defense,4,20.0,3.0,42.65,-29.0,1682.0,Advanced,Classical,Queen's Gambit Refused,True,1,-0.20063934479017695,0
DxB8t15W,True,52,mate,black,piero1331,1151.0,nuffsaidm8,1666,C00,French Defense #2,2,20.0,3.0,42.6,-515.0,1408.0,Intermediate,Classical,French Defense #2,False,0,-0.23214241118635023,0
xEyxYogh,True,38,resign,black,nuffsaidm8,1678.0,rodanik,1649,D10,Slav Defense #2,5,20.0,3.0,41.9,29.0,1664.0,Advanced,Classical,Slav Defense #2,True,0,-0.6731853407327761,0
i4TXEW5Q,True,53,resign,black,nuffsaidm8,1698.0,charafovic,1241,D15,Slav Defense: Three Knights Variation,7,20.0,3.0,42.65,457.0,1470.0,Intermediate,Classical,Slav Defense,True,0,-0.20063934479017695,0
2hZLVPEJ,True,61,resign,white,giulio76,1726.0,nuffsaidm8,1709,C02,French Defense: Advance Variation |  Paulsen Attack,9,20.0,3.0,43.05,17.0,1718.0,Advanced,Classical,French Defense,False,1,0.05138518637920927,0
sJ5ajbHL,True,123,mate,white,nuffsaidm8,1700.0,volodimir7777777333,1673,D20,Queen's Gambit Accepted: Old Variation,5,20.0,3.0,46.15,27.0,1686.0,Advanced,Classical,Queen's Gambit Accepted,False,1,2.0045753029419524,0
a8cLJozP,True,74,mate,black,emes,1514.0,nuffsaidm8,1694,A01,Nimzo-Larsen Attack: Modern Variation #3,4,20.0,3.0,43.7,-180.0,1604.0,Advanced,Classical,Nimzo-Larsen Attack,False,0,0.4609250495294619,0
dNv90S7K,True,31,resign,white,nuffsaidm8,1689.0,blackritual,1417,D31,Semi-Slav Defense: Accelerated Move Order,6,20.0,3.0,41.55,272.0,1553.0,Advanced,Classical,Semi-Slav Defense,False,1,-0.893706805505989,0
DOS7yETL,True,64,mate,black,ab_elkholy,1658.0,nuffsaidm8,1678,C02,French Defense: Advance Variation,8,20.0,3.0,43.2,-20.0,1668.0,Advanced,Classical,French Defense,False,0,0.1458943855677291,0
VuUqrRD7,True,68,resign,black,wheede,1314.0,nuffsaidm8,1675,C00,French Defense: Queen's Knight,3,20.0,3.0,43.4,-361.0,1494.0,Intermediate,Classical,French Defense,False,0,0.2719066511524222,0
k7t5Saka,True,33,resign,white,nuffsaidm8,1670.0,luquitas_007,1460,D31,Queen's Gambit Declined: Queen's Knight Variation,5,20.0,3.0,41.65,210.0,1565.0,Advanced,Classical,Queen's Gambit Declined,False,1,-0.8307006727136425,0
UnjCPtIE,True,147,mate,white,nuffsaidm8,1662.0,feadai,1542,A43,Old Benoni Defense,2,20.0,3.0,47.35,120.0,1602.0,Advanced,Classical,Old Benoni Defense,False,1,2.760648896450111,0
y1JMAG40,True,60,resign,black,jjpstupice,1689.0,nuffsaidm8,1648,C00,French Defense #2,2,20.0,3.0,43.0,41.0,1668.0,Advanced,Classical,French Defense #2,True,0,0.01988211998303599,0
VdQFdHSj,True,23,outoftime,white,katusha666,1503.0,nuffsaidm8,1664,C00,French Defense: Two Knights Variation,5,20.0,3.0,41.15,-161.0,1584.0,Advanced,Classical,French Defense,True,1,-1.1457313366753752,0
FyrWLEm0,True,25,resign,white,nuffsaidm8,1654.0,malexcampos,1573,A85,Dutch Defense: Queen's Knight Variation,5,20.0,3.0,41.25,81.0,1614.0,Advanced,Classical,Dutch Defense,False,1,-1.0827252038830286,0
X49HDQxo,True,47,resign,white,nuffsaidm8,1643.0,peibol,1611,D44,Semi-Slav Defense: Anti-Moscow Gambit,11,20.0,5.0,43.92,32.0,1627.0,Advanced,Classical,Semi-Slav Defense,False,1,-0.38965774316721663,0
1gHRq2il,True,125,draw,draw,virussport,1677.0,nuffsaidm8,1639,D00,Queen's Pawn Game,2,20.0,3.0,46.25,38.0,1658.0,Advanced,Classical,Queen's Pawn Game,False,0,2.067581435734299,1
nLgcdnhg,True,34,resign,black,nuffsaidm8,1654.0,huxley141,1516,E20,Nimzo-Indian Defense #2,5,20.0,3.0,41.7,138.0,1585.0,Advanced,Classical,Nimzo-Indian Defense #2,True,0,-0.7991976063174693,0
9o2K8tQf,True,79,resign,white,andrewbonomi,1648.0,nuffsaidm8,1665,C02,French Defense: Advance Variation |  Paulsen Attack,9,20.0,3.0,43.95,-17.0,1656.0,Advanced,Classical,French Defense,True,1,0.6184403815103283,0
aRN4DINX,True,46,mate,black,mikael1998,1652.0,nuffsaidm8,1653,C00,French Defense: Steinitz Attack,3,20.0,3.0,42.3,-1.0,1652.0,Advanced,Classical,French Defense,False,0,-0.4211608095633899,0
3qbD8DPO,True,45,resign,white,hermesoiseau,1631.0,nuffsaidm8,1665,C00,French Defense: Knight Variation,3,20.0,3.0,42.25,-34.0,1648.0,Advanced,Classical,French Defense,True,1,-0.45266387595956314,0
um2ho6V1,True,37,resign,white,nuffsaidm8,1659.0,enrico13,1470,A40,Horwitz Defense,2,20.0,3.0,41.85,189.0,1564.0,Advanced,Classical,Horwitz Defense,False,1,-0.7046884071289494,0
S3sRxcvL,True,33,resign,white,magicmann2000,1610.0,nuffsaidm8,1672,C00,French Defense: Knight Variation,3,20.0,3.0,41.65,-62.0,1641.0,Advanced,Classical,French Defense,True,1,-0.8307006727136425,0
kobZaV77,True,80,resign,black,dac23,1615.0,nuffsaidm8,1636,A00,Van't Kruijs Opening,1,20.0,3.0,44.0,-21.0,1626.0,Advanced,Classical,Van't Kruijs Opening,False,0,0.6499434479065015,0
FOzRwGEN,True,49,resign,white,donutsaredelish,1857.0,josecas777,1632,C30,King's Gambit Declined |  Queen's Knight Defense,4,8.0,0.0,16.0,225.0,1744.0,Advanced,Rapid,King's Gambit Declined |  Queen's Knight Defense,False,1,-0.32665161037487006,0
66Hs0BxK,True,41,resign,white,donutsaredelish,1850.0,logantaper,1904,C62,Ruy Lopez: Steinitz Defense,6,10.0,0.0,20.0,-54.0,1877.0,Expert,Rapid,Ruy Lopez,True,1,-0.5786761415442563,0
jz6pSENJ,True,35,resign,white,logantaper,1894.0,donutsaredelish,1865,C00,French Defense: Steinitz Attack,3,10.0,0.0,20.0,29.0,1880.0,Expert,Rapid,French Defense,False,1,-0.767694539921296,0
j57SWUC4,True,76,resign,black,alexkhan021,1696.0,donutsaredelish,1854,C00,French Defense: Knight Variation,3,10.0,0.0,20.0,-158.0,1775.0,Advanced,Rapid,French Defense,False,0,0.5239311823218085,0
jWyV8cMm,True,7,resign,white,donutsaredelish,1842.0,alexkhan021,1703,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,10.0,0.0,20.0,139.0,1772.0,Advanced,Rapid,Scandinavian Defense,False,1,-1.6497803990141477,0
pLwfqB1G,True,119,mate,white,donutsaredelish,1826.0,francochessman,1772,C62,Ruy Lopez: Steinitz Defense,6,10.0,0.0,20.0,54.0,1799.0,Advanced,Rapid,Ruy Lopez,False,1,1.8785630373572593,0
0mkVfuYL,True,95,mate,white,donutsaredelish,1812.0,mdot,1691,C41,Philidor Defense,5,10.0,0.0,20.0,121.0,1752.0,Advanced,Rapid,Philidor Defense,False,1,1.1224894438491007,0
sw6Nlw3m,True,143,mate,white,wenjian,1806.0,donutsaredelish,1823,C01,French Defense: Exchange Variation,5,15.0,0.0,30.0,-17.0,1814.0,Expert,Classical,French Defense,True,1,2.6346366308654177,0
9rz8txms,True,49,outoftime,white,blearner,1783.0,donutsaredelish,1847,A05,King's Indian Attack: Symmetrical Defense,4,10.0,0.0,20.0,-64.0,1815.0,Expert,Rapid,King's Indian Attack,True,1,-0.32665161037487006,0
2qbuFca1,True,45,resign,black,eprdk,1298.0,radioactive7,1347,B15,Caro-Kann Defense,5,20.0,0.0,40.0,-49.0,1322.0,Intermediate,Classical,Caro-Kann Defense,False,0,-0.45266387595956314,0
uo2WmrNP,True,15,resign,white,radioactive7,1343.0,fart_sniffer,1061,B21,Sicilian Defense: Smith-Morra Gambit #2,3,10.0,5.0,21.25,282.0,1202.0,Intermediate,Rapid,Sicilian Defense,False,1,-1.3977558678447615,0
5lmqe0aT,True,95,resign,white,jm__nfl4l,1195.0,acidkat930,1002,C50,Four Knights Game: Italian Variation,8,10.0,3.0,24.75,193.0,1098.0,Beginner,Rapid,Four Knights Game,False,1,1.1224894438491007,0
aF7QGYoS,True,60,resign,black,acidkat930,1004.0,yayaang,1453,C30,King's Gambit Declined |  Queen's Knight Defense,4,10.0,3.0,23.0,-449.0,1228.0,Intermediate,Rapid,King's Gambit Declined |  Queen's Knight Defense,False,0,0.01988211998303599,0
uIiKJVXM,True,25,resign,black,wobbels,1274.0,acidkat930,982,C42,Petrov's Defense,4,10.0,3.0,21.25,292.0,1128.0,Beginner,Rapid,Petrov's Defense,True,0,-1.0827252038830286,0
g6rfJj2e,True,116,outoftime,black,augustegloire,1302.0,acidkat930,963,A00,Van't Kruijs Opening,1,10.0,3.0,25.8,339.0,1132.0,Beginner,Rapid,Van't Kruijs Opening,True,0,1.7840538381687396,0
6mct9bG3,True,111,draw,draw,limosa,1174.0,acidkat930,956,A03,Bird Opening,2,10.0,5.0,29.25,218.0,1065.0,Beginner,Rapid,Bird Opening,False,0,1.6265385061878732,1
CvlnY92d,True,27,resign,white,isoabey,1055.0,acidkat930,965,C20,Portuguese Opening,3,10.0,3.0,21.35,90.0,1010.0,Beginner,Rapid,Portuguese Opening,False,1,-1.0197190710906823,0
OkQVUZnh,True,69,resign,white,mandy36,1379.0,acidkat930,967,C00,French Defense: Queen's Knight,3,30.0,0.0,60.0,412.0,1173.0,Beginner,Classical,French Defense,False,1,0.30340971754859547,0
ikpXZrS9,True,54,draw,draw,acidkat930,962.0,zombis23,1133,B07,King's Pawn Game: Maroczy Defense,4,10.0,3.0,22.7,-171.0,1048.0,Beginner,Rapid,King's Pawn Game,False,0,-0.16913627839400366,1
un51ZTd9,True,83,mate,white,juvenatium,1240.0,acidkat930,958,D05,Colle System #2,7,10.0,2.0,22.77,282.0,1099.0,Beginner,Rapid,Colle System #2,False,1,0.7444526470950213,0
nFVu86Dk,True,55,resign,white,acidkat930,945.0,sgmcll,964,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,25.0,0.0,50.0,-19.0,954.0,Beginner,Classical,Nimzowitsch Defense,True,1,-0.1376332119978304,0
UVynrugG,True,61,resign,white,fleshtacer2,1176.0,acidkat930,950,B02,Alekhine Defense: Mokele Mbembe |  Vavra Defense,6,10.0,2.0,22.03,226.0,1063.0,Beginner,Rapid,Alekhine Defense,False,1,0.05138518637920927,0
jzsi9Vxn,True,53,resign,white,cyclone123,1174.0,acidkat930,955,A40,Horwitz Defense,2,8.0,0.0,16.0,219.0,1064.0,Beginner,Rapid,Horwitz Defense,False,1,-0.20063934479017695,0
09xFi1vZ,True,106,draw,draw,milad366,1126.0,acidkat930,950,C00,French Defense #2,2,20.0,0.0,40.0,176.0,1038.0,Beginner,Classical,French Defense #2,False,0,1.4690231742070068,1
TI6CzUp1,True,32,mate,black,acidkat930,960.0,bestiaparda,1005,C21,Center Game #2,3,10.0,0.0,20.0,-45.0,982.0,Beginner,Rapid,Center Game #2,False,0,-0.8622037391098157,0
PiqtKqY9,True,64,mate,black,acidkat930,964.0,dvandvah,1249,C21,Center Game #2,3,10.0,2.0,22.13,-285.0,1106.0,Beginner,Rapid,Center Game #2,False,0,0.1458943855677291,0
8YqEhCnO,True,23,resign,white,zormit,1475.0,chineseboy42,1177,C45,Scotch Game,7,10.0,0.0,20.0,298.0,1326.0,Intermediate,Rapid,Scotch Game,False,1,-1.1457313366753752,0
pPRLXuGK,True,113,draw,draw,chineseboy42,1180.0,fello87,1091,C40,King's Pawn Game: Damiano Defense,4,10.0,0.0,20.0,89.0,1136.0,Beginner,Rapid,King's Pawn Game,False,0,1.6895446389802198,1
K7d691HL,True,69,mate,white,jhonysouza,1308.0,chineseboy42,1190,C45,Scotch Game,7,10.0,0.0,20.0,118.0,1249.0,Intermediate,Rapid,Scotch Game,False,1,0.30340971754859547,0
brHNZCet,True,26,resign,black,chineseboy42,1193.0,shir0,1594,B50,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order,6,10.0,0.0,20.0,-401.0,1394.0,Intermediate,Rapid,Sicilian Defense,False,0,-1.0512221374868553,0
N25ppiIR,True,89,mate,white,juansnow,1566.0,chineseboy42,1196,C51,Italian Game: Evans Gambit |  McDonnell Defense,10,10.0,0.0,20.0,370.0,1381.0,Intermediate,Rapid,Italian Game,False,1,0.9334710454720611,0
3cyUVrhn,True,35,resign,white,holyhandgrenade,1582.0,chineseboy42,1199,C62,Ruy Lopez: Steinitz Defense,6,10.0,0.0,20.0,383.0,1390.0,Intermediate,Rapid,Ruy Lopez,False,1,-0.767694539921296,0
D44CKaUd,True,75,mate,white,icelandicponzi,1956.0,aladain,1574,B30,Sicilian Defense: Old Sicilian,4,10.0,0.0,20.0,382.0,1765.0,Advanced,Rapid,Sicilian Defense,False,1,0.4924281159256352,0
